week_date,rank,song_title,artist_name,weeks_on_chart,peak_rank,previous_week_rank
2025-09-30,37,Magnet,Cardi B,1,37,0
2025-09-30,38,Romantic Homicide,d4vd,21,33,0
2025-09-30,39,Sorry I'm Here For Someone Else,Benson Boone,30,19,37
2025-09-30,40,Happen To Me,Russell Dickerson,23,28,28
2025-09-30,41,No Broke Boys,Disco Lines & Tinashe,11,39,39
2025-09-30,42,Outside,Cardi B,14,10,93
2025-09-30,43,Pretty & Petty,Cardi B,1,43,0
2025-09-30,44,Bar None,Jordan Davis,12,43,43
2025-09-30,45,Pick It Up,Cardi B Featuring Selena Gomez,1,45,0
2025-09-30,46,Hello,Cardi B,1,46,0
2025-09-30,47,Dead,Cardi B Featuring Summer Walker,1,47,0
2025-09-30,48,12 To 12,sombr,6,41,41
2025-09-30,49,Hell At Night,BigXthaPlug Featuring Ella Langley,7,35,51
2025-09-30,50,Worst Way,Riley Green,37,20,42
2025-10-07,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",15,1,1
2025-10-07,2,Ordinary,Alex Warren,34,1,2
2025-10-07,3,Tit For Tat,Tate McRae,1,3,0
2025-10-07,4,What I Want,Morgan Wallen Featuring Tate McRae,20,1,4
2025-10-07,5,Daisies,Justin Bieber,12,2,8
2025-10-07,6,Lose Control,Teddy Swims,111,1,7
2025-10-07,7,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",14,3,3
2025-10-07,8,I Got Better,Morgan Wallen,20,7,11
2025-10-07,9,Love Me Not,Ravyn Lenae,27,5,9
2025-10-07,10,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",15,4,5
2025-10-07,11,Mutt,Leon Thomas,35,11,12
2025-10-07,12,Man I Need,Olivia Dean,6,12,25
2025-10-07,13,Die With A Smile,Lady Gaga & Bruno Mars,59,1,10
2025-10-07,14,Manchild,Sabrina Carpenter,17,1,6
2025-10-07,15,Beautiful Things,Benson Boone,88,2,14
2025-10-07,16,A Bar Song (Tipsy),Shaboozey,77,1,15
2025-10-07,17,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",14,8,13
2025-10-07,18,Folded,Kehlani,16,18,22
2025-10-07,19,Just In Case,Morgan Wallen,28,2,18
2025-10-07,20,Pink Pony Club,Chappell Roan,68,4,19
2025-10-07,21,Undressed,sombr,26,16,16
2025-10-07,22,Back To Friends,sombr,27,22,23
2025-10-07,23,Good News,Shaboozey,45,12,20
2025-10-07,24,Tears,Sabrina Carpenter,5,3,17
2025-10-07,25,I'm The Problem,Morgan Wallen,35,2,24
2025-10-07,26,Mystical Magical,Benson Boone,23,17,27
2025-10-07,27,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",14,15,21
2025-10-07,28,Luther,Kendrick Lamar & SZA,45,1,28
2025-10-07,29,It Depends,Chris Brown Featuring Bryson Tiller,10,29,31
2025-10-07,30,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",14,21,29
2025-10-07,31,Free,Rumi & JINU: EJAE & Andrew Choi,14,23,30
2025-10-07,32,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,15,32,33
2025-10-07,33,Yukon,Justin Bieber,12,17,35
2025-10-07,34,Burning Blue,Mariah The Scientist,22,25,34
2025-10-07,35,When Did You Get Hot?,Sabrina Carpenter,5,17,32
2025-10-07,36,Jealous Type,Doja Cat,6,28,57
2025-10-07,37,All The Way,BigXthaPlug Featuring Bailey Zimmerman,26,4,36
2025-10-07,38,Back In The Saddle,Luke Combs,10,38,54
2025-10-07,39,Happen To Me,Russell Dickerson,24,28,40
2025-10-07,40,Sorry I'm Here For Someone Else,Benson Boone,31,19,39
2025-10-07,41,Bar None,Jordan Davis,13,41,44
2025-10-07,42,Safe,Cardi B Featuring Kehlani,2,26,26
2025-10-07,43,ErrTime,Cardi B,2,43,65
2025-10-07,44,No Broke Boys,Disco Lines & Tinashe,12,39,41
2025-10-07,45,Revolving Door,Tate McRae,25,22,52
2025-10-07,46,Sugar On My Tongue,"Tyler, The Creator",11,41,55
2025-10-07,47,Worst Way,Riley Green,38,20,50
2025-10-07,48,Hell At Night,BigXthaPlug Featuring Ella Langley,8,35,49
2025-10-07,49,12 To 12,sombr,7,41,48
2025-10-07,50,Gabriela,KATSEYE,11,45,56
2025-10-14,1,The Fate Of Ophelia,Taylor Swift,1,1,0
2025-10-14,2,Opalite,Taylor Swift,1,2,0
2025-10-14,3,Elizabeth Taylor,Taylor Swift,1,3,0
2025-10-14,4,Father Figure,Taylor Swift,1,4,0
2025-10-14,5,Wood,Taylor Swift,1,5,0
2025-10-14,6,Wi$h Li$t,Taylor Swift,1,6,0
2025-10-14,7,Actually Romantic,Taylor Swift,1,7,0
2025-10-14,8,The Life Of A Showgirl,Taylor Swift Featuring Sabrina Carpenter,1,8,0
2025-10-14,9,Eldest Daughter,Taylor Swift,1,9,0
2025-10-14,10,Cancelled!,Taylor Swift,1,10,0
2025-10-14,11,Ruin The Friendship,Taylor Swift,1,11,0
2025-10-14,12,Honey,Taylor Swift,1,12,0
2025-10-14,13,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",16,1,1
2025-10-14,14,Ordinary,Alex Warren,35,1,2
2025-10-14,15,Daisies,Justin Bieber,13,2,5
2025-10-14,16,I Got Better,Morgan Wallen,21,7,8
2025-10-14,17,Lose Control,Teddy Swims,112,1,6
2025-10-14,18,Mutt,Leon Thomas,36,11,11
2025-10-14,19,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",15,3,7
2025-10-14,20,Man I Need,Olivia Dean,7,12,12
2025-10-14,21,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",16,4,10
2025-10-14,22,Die With A Smile,Lady Gaga & Bruno Mars,60,1,13
2025-10-14,23,Tit For Tat,Tate McRae,2,3,3
2025-10-14,24,What I Want,Morgan Wallen Featuring Tate McRae,21,1,4
2025-10-14,25,Beautiful Things,Benson Boone,89,2,15
2025-10-14,26,Love Me Not,Ravyn Lenae,28,5,9
2025-10-14,27,Folded,Kehlani,17,18,18
2025-10-14,28,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",15,8,17
2025-10-14,29,Manchild,Sabrina Carpenter,18,1,14
2025-10-14,30,Back To Friends,sombr,28,22,22
2025-10-14,31,I'm The Problem,Morgan Wallen,36,2,25
2025-10-14,32,Tears,Sabrina Carpenter,6,3,24
2025-10-14,33,Just In Case,Morgan Wallen,29,2,19
2025-10-14,34,Good News,Shaboozey,46,12,23
2025-10-14,35,Mystical Magical,Benson Boone,24,17,26
2025-10-14,36,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",15,15,27
2025-10-14,37,Undressed,sombr,27,16,21
2025-10-14,38,Luther,Kendrick Lamar & SZA,46,1,28
2025-10-14,39,It Depends,Chris Brown Featuring Bryson Tiller,11,29,29
2025-10-14,40,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",15,21,30
2025-10-14,41,Free,Rumi & JINU: EJAE & Andrew Choi,15,23,31
2025-10-14,42,Yukon,Justin Bieber,13,17,33
2025-10-14,43,Bar None,Jordan Davis,14,41,41
2025-10-14,44,Burning Blue,Mariah The Scientist,23,25,34
2025-10-14,45,Back In The Saddle,Luke Combs,11,38,38
2025-10-14,46,Sorry I'm Here For Someone Else,Benson Boone,32,19,40
2025-10-14,47,All The Way,BigXthaPlug Featuring Bailey Zimmerman,27,4,37
2025-10-14,48,Happen To Me,Russell Dickerson,25,28,39
2025-10-14,49,Revolving Door,Tate McRae,26,22,45
2025-10-14,50,No Broke Boys,Disco Lines & Tinashe,13,39,44
2025-10-21,1,The Fate Of Ophelia,Taylor Swift,2,1,1
2025-10-21,2,Opalite,Taylor Swift,2,2,2
2025-10-21,3,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",17,1,13
2025-10-21,4,Ordinary,Alex Warren,36,1,14
2025-10-21,5,Elizabeth Taylor,Taylor Swift,2,3,3
2025-10-21,6,Father Figure,Taylor Swift,2,4,4
2025-10-21,7,Wi$h Li$t,Taylor Swift,2,6,6
2025-10-21,8,Wood,Taylor Swift,2,5,5
2025-10-21,9,The Life Of A Showgirl,Taylor Swift Featuring Sabrina Carpenter,2,8,8
2025-10-21,10,Actually Romantic,Taylor Swift,2,7,7
2025-10-21,11,Cancelled!,Taylor Swift,2,10,10
2025-10-21,12,Eldest Daughter,Taylor Swift,2,9,9
2025-10-21,13,Ruin The Friendship,Taylor Swift,2,11,11
2025-10-21,14,Honey,Taylor Swift,2,12,12
2025-10-21,15,Daisies,Justin Bieber,14,2,15
2025-10-21,16,I Got Better,Morgan Wallen,22,7,16
2025-10-21,17,Man I Need,Olivia Dean,8,12,20
2025-10-21,18,Mutt,Leon Thomas,37,11,18
2025-10-21,19,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",16,3,19
2025-10-21,20,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",17,4,21
2025-10-21,21,Folded,Kehlani,18,18,27
2025-10-21,22,What I Want,Morgan Wallen Featuring Tate McRae,22,1,24
2025-10-21,23,Love Me Not,Ravyn Lenae,29,5,26
2025-10-21,24,Back To Friends,sombr,29,22,30
2025-10-21,25,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",16,8,28
2025-10-21,26,Manchild,Sabrina Carpenter,19,1,29
2025-10-21,27,Tit For Tat,Tate McRae,3,3,23
2025-10-21,28,Mystical Magical,Benson Boone,25,17,35
2025-10-21,29,Tears,Sabrina Carpenter,7,3,32
2025-10-21,30,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",16,15,36
2025-10-21,31,It Depends,Chris Brown Featuring Bryson Tiller,12,29,39
2025-10-21,32,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",16,21,40
2025-10-21,33,Free,Rumi & JINU: EJAE & Andrew Choi,16,23,41
2025-10-21,34,Back In The Saddle,Luke Combs,12,34,45
2025-10-21,35,Burning Blue,Mariah The Scientist,24,25,44
2025-10-21,36,Yukon,Justin Bieber,14,17,42
2025-10-21,37,Bar None,Jordan Davis,15,37,43
2025-10-21,38,Revolving Door,Tate McRae,27,22,49
2025-10-21,39,No Broke Boys,Disco Lines & Tinashe,14,39,50
2025-10-21,40,Happen To Me,Russell Dickerson,26,28,48
2025-10-21,41,Gabriela,KATSEYE,13,41,54
2025-10-21,42,Sugar On My Tongue,"Tyler, The Creator",13,41,52
2025-10-21,43,12 To 12,sombr,9,41,57
2025-10-21,44,Shot Callin,YoungBoy Never Broke Again,5,44,65
2025-10-21,45,Jealous Type,Doja Cat,8,28,56
2025-10-21,46,6 Months Later,Megan Moroney,17,30,61
2025-10-21,47,House Again,Hudson Westbrook,26,47,59
2025-10-21,48,Safe,Cardi B Featuring Kehlani,4,26,53
2025-10-21,49,Hell At Night,BigXthaPlug Featuring Ella Langley,10,35,58
2025-10-21,50,Wildflower,Billie Eilish,70,17,63
2025-10-28,1,The Fate Of Ophelia,Taylor Swift,3,1,1
2025-10-28,2,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",18,1,3
2025-10-28,3,Ordinary,Alex Warren,37,1,4
2025-10-28,4,Opalite,Taylor Swift,3,2,2
2025-10-28,5,Elizabeth Taylor,Taylor Swift,3,3,5
2025-10-28,6,Father Figure,Taylor Swift,3,4,6
2025-10-28,7,Daisies,Justin Bieber,15,2,15
2025-10-28,8,Man I Need,Olivia Dean,9,8,17
2025-10-28,9,I Got Better,Morgan Wallen,23,7,16
2025-10-28,10,Mutt,Leon Thomas,38,10,18
2025-10-28,11,Wi$h Li$t,Taylor Swift,3,6,7
2025-10-28,12,The Life Of A Showgirl,Taylor Swift Featuring Sabrina Carpenter,3,8,9
2025-10-28,13,Wood,Taylor Swift,3,5,8
2025-10-28,14,Folded,Kehlani,19,14,21
2025-10-28,15,Actually Romantic,Taylor Swift,3,7,10
2025-10-28,16,It Depends,Chris Brown Featuring Bryson Tiller,13,16,31
2025-10-28,17,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",18,4,20
2025-10-28,18,Back To Friends,sombr,30,18,24
2025-10-28,19,Cancelled!,Taylor Swift,3,10,11
2025-10-28,20,Eldest Daughter,Taylor Swift,3,9,12
2025-10-28,21,What I Want,Morgan Wallen Featuring Tate McRae,23,1,22
2025-10-28,22,Ruin The Friendship,Taylor Swift,3,11,13
2025-10-28,23,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",17,3,19
2025-10-28,24,Love Me Not,Ravyn Lenae,30,5,23
2025-10-28,25,Manchild,Sabrina Carpenter,20,1,26
2025-10-28,26,Honey,Taylor Swift,3,12,14
2025-10-28,27,Tears,Sabrina Carpenter,8,3,29
2025-10-28,28,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",17,8,25
2025-10-28,29,Tit For Tat,Tate McRae,4,3,27
2025-10-28,30,Mystical Magical,Benson Boone,26,17,28
2025-10-28,31,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",17,15,30
2025-10-28,32,Back In The Saddle,Luke Combs,13,32,34
2025-10-28,33,Dracula,Tame Impala,4,33,59
2025-10-28,34,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",17,21,32
2025-10-28,35,Free,Rumi & JINU: EJAE & Andrew Choi,17,23,33
2025-10-28,36,Yukon,Justin Bieber,15,17,36
2025-10-28,37,Burning Blue,Mariah The Scientist,25,25,35
2025-10-28,38,Pixelated Kisses,Joji,2,38,90
2025-10-28,39,Choosin' Texas,Ella Langley,1,39,0
2025-10-28,40,Gabriela,KATSEYE,14,40,41
2025-10-28,41,Happen To Me,Russell Dickerson,27,28,40
2025-10-28,42,No Broke Boys,Disco Lines & Tinashe,15,39,39
2025-10-28,43,Shot Callin,YoungBoy Never Broke Again,6,43,44
2025-10-28,44,So Easy (To Fall In Love),Olivia Dean,4,44,53
2025-10-28,45,When Did You Get Hot?,Sabrina Carpenter,8,17,52
2025-10-28,46,12 To 12,sombr,10,41,43
2025-10-28,47,Wildflower,Billie Eilish,71,17,50
2025-10-28,48,6 Months Later,Megan Moroney,18,30,46
2025-10-28,49,Graveyard Whistling,Morgan Wallen,1,49,0
2025-10-28,50,Hell At Night,BigXthaPlug Featuring Ella Langley,11,35,49
2025-11-04,1,The Fate Of Ophelia,Taylor Swift,4,1,1
2025-11-04,2,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",19,1,2
2025-11-04,3,Ordinary,Alex Warren,38,1,3
2025-11-04,4,Opalite,Taylor Swift,4,2,4
2025-11-04,5,Man I Need,Olivia Dean,10,5,8
2025-11-04,6,Daisies,Justin Bieber,16,2,7
2025-11-04,7,Folded,Kehlani,20,7,14
2025-11-04,8,Elizabeth Taylor,Taylor Swift,4,3,5
2025-11-04,9,I Got Better,Morgan Wallen,24,7,9
2025-11-04,10,Mutt,Leon Thomas,39,10,10
2025-11-04,11,Father Figure,Taylor Swift,4,4,6
2025-11-04,12,Back To Friends,sombr,31,12,18
2025-11-04,13,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",19,4,17
2025-11-04,14,Wi$h Li$t,Taylor Swift,4,6,11
2025-11-04,15,What I Want,Morgan Wallen Featuring Tate McRae,24,1,21
2025-11-04,16,Manchild,Sabrina Carpenter,21,1,25
2025-11-04,17,Love Me Not,Ravyn Lenae,31,5,24
2025-11-04,18,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",18,3,23
2025-11-04,19,It Depends,Chris Brown Featuring Bryson Tiller,14,16,16
2025-11-04,20,Tears,Sabrina Carpenter,9,3,27
2025-11-04,21,The Life Of A Showgirl,Taylor Swift Featuring Sabrina Carpenter,4,8,12
2025-11-04,22,Back In The Saddle,Luke Combs,14,22,32
2025-11-04,23,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",18,8,28
2025-11-04,24,Wood,Taylor Swift,4,5,13
2025-11-04,25,Actually Romantic,Taylor Swift,4,7,15
2025-11-04,26,Mystical Magical,Benson Boone,27,17,30
2025-11-04,27,Tit For Tat,Tate McRae,5,3,29
2025-11-04,28,Cancelled!,Taylor Swift,4,10,19
2025-11-04,29,Eldest Daughter,Taylor Swift,4,9,20
2025-11-04,30,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",18,15,31
2025-11-04,31,Ruin The Friendship,Taylor Swift,4,11,22
2025-11-04,32,Thriller,Michael Jackson,25,4,0
2025-11-04,33,Honey,Taylor Swift,4,12,26
2025-11-04,34,Burning Blue,Mariah The Scientist,26,25,37
2025-11-04,35,Choosin' Texas,Ella Langley,2,35,39
2025-11-04,36,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",18,21,34
2025-11-04,37,Gabriela,KATSEYE,15,37,40
2025-11-04,38,Lover Girl,Megan Thee Stallion,1,38,0
2025-11-04,39,Dracula,Tame Impala,5,33,33
2025-11-04,40,Free,Rumi & JINU: EJAE & Andrew Choi,18,23,35
2025-11-04,41,No Broke Boys,Disco Lines & Tinashe,16,39,42
2025-11-04,42,Happen To Me,Russell Dickerson,28,28,41
2025-11-04,43,Yukon,Justin Bieber,16,17,36
2025-11-04,44,So Easy (To Fall In Love),Olivia Dean,5,44,44
2025-11-04,45,Don't Mind If I Do,Riley Green Featuring Ella Langley,13,45,54
2025-11-04,46,6 Months Later,Megan Moroney,19,30,48
2025-11-04,47,This Is Halloween,The Citizens of Halloween,3,38,0
2025-11-04,48,Shot Callin,YoungBoy Never Broke Again,7,43,43
2025-11-04,49,Somewhere Over Laredo,Lainey Wilson,17,49,52
2025-11-04,50,Spaghetti,Le Sserafim & J-Hope,1,50,0
2025-11-11,1,The Fate Of Ophelia,Taylor Swift,5,1,1
2025-11-11,2,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",20,1,2
2025-11-11,3,Ordinary,Alex Warren,39,1,3
2025-11-11,4,Opalite,Taylor Swift,5,2,4
2025-11-11,5,Man I Need,Olivia Dean,11,5,5
2025-11-11,6,Daisies,Justin Bieber,17,2,6
2025-11-11,7,Folded,Kehlani,21,7,7
2025-11-11,8,Mutt,Leon Thomas,40,8,10
2025-11-11,9,I Got Better,Morgan Wallen,25,7,9
2025-11-11,10,Thriller,Michael Jackson,26,4,32
2025-11-11,11,Back To Friends,sombr,32,11,12
2025-11-11,12,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",19,3,18
2025-11-11,13,Elizabeth Taylor,Taylor Swift,5,3,8
2025-11-11,14,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",20,4,13
2025-11-11,15,What I Want,Morgan Wallen Featuring Tate McRae,25,1,15
2025-11-11,16,It Depends,Chris Brown Featuring Bryson Tiller,15,16,19
2025-11-11,17,Tears,Sabrina Carpenter,10,3,20
2025-11-11,18,Manchild,Sabrina Carpenter,22,1,16
2025-11-11,19,Love Me Not,Ravyn Lenae,32,5,17
2025-11-11,20,Father Figure,Taylor Swift,5,4,11
2025-11-11,21,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",42,1,0
2025-11-11,22,Ghostbusters,Ray Parker Jr.,26,1,0
2025-11-11,23,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",19,8,23
2025-11-11,24,Somebody's Watching Me,Rockwell,22,2,0
2025-11-11,25,Choosin' Texas,Ella Langley,3,25,35
2025-11-11,26,This Is Halloween,The Citizens of Halloween,4,26,47
2025-11-11,27,Tit For Tat,Tate McRae,6,3,27
2025-11-11,28,Wi$h Li$t,Taylor Swift,5,6,14
2025-11-11,29,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",19,15,30
2025-11-11,30,Dracula,Tame Impala,6,30,39
2025-11-11,31,All I Want For Christmas Is You,Mariah Carey,72,1,0
2025-11-11,32,The Life Of A Showgirl,Taylor Swift Featuring Sabrina Carpenter,5,8,21
2025-11-11,33,Gabriela,KATSEYE,16,33,37
2025-11-11,34,Happen To Me,Russell Dickerson,29,28,42
2025-11-11,35,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",19,21,36
2025-11-11,36,No Broke Boys,Disco Lines & Tinashe,17,36,41
2025-11-11,37,Wood,Taylor Swift,5,5,24
2025-11-11,38,Actually Romantic,Taylor Swift,5,7,25
2025-11-11,39,Free,Rumi & JINU: EJAE & Andrew Choi,19,23,40
2025-11-11,40,Back In The Saddle,Luke Combs,15,22,22
2025-11-11,41,Cancelled!,Taylor Swift,5,10,28
2025-11-11,42,6 Months Later,Megan Moroney,20,30,46
2025-11-11,43,Last Christmas,Wham!,46,3,0
2025-11-11,44,Don't Mind If I Do,Riley Green Featuring Ella Langley,14,44,45
2025-11-11,45,Yukon,Justin Bieber,17,17,43
2025-11-11,46,So Easy (To Fall In Love),Olivia Dean,6,44,44
2025-11-11,47,Shot Callin,YoungBoy Never Broke Again,8,43,48
2025-11-11,48,Somewhere Over Laredo,Lainey Wilson,18,48,49
2025-11-11,49,Eldest Daughter,Taylor Swift,5,9,29
2025-11-11,50,wgft,Gunna Featuring Burna Boy,13,50,55
2025-11-18,1,The Fate Of Ophelia,Taylor Swift,6,1,1
2025-11-18,2,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",21,1,2
2025-11-18,3,Ordinary,Alex Warren,40,1,3
2025-11-18,4,Man I Need,Olivia Dean,12,4,5
2025-11-18,5,Opalite,Taylor Swift,6,2,4
2025-11-18,6,Daisies,Justin Bieber,18,2,6
2025-11-18,7,Mutt,Leon Thomas,41,7,8
2025-11-18,8,Folded,Kehlani,22,7,7
2025-11-18,9,I Got Better,Morgan Wallen,26,7,9
2025-11-18,10,Back To Friends,sombr,33,10,11
2025-11-18,11,All I Want For Christmas Is You,Mariah Carey,73,1,31
2025-11-18,12,Travelin' Soldier,Cody Johnson,1,12,0
2025-11-18,13,Last Christmas,Wham!,47,3,43
2025-11-18,14,What I Want,Morgan Wallen Featuring Tate McRae,26,1,15
2025-11-18,15,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",20,3,12
2025-11-18,16,It Depends,Chris Brown Featuring Bryson Tiller,16,16,16
2025-11-18,17,Elizabeth Taylor,Taylor Swift,6,3,13
2025-11-18,18,Tears,Sabrina Carpenter,11,3,17
2025-11-18,19,Rockin' Around The Christmas Tree,Brenda Lee,65,1,0
2025-11-18,20,Jingle Bell Rock,Bobby Helms,62,3,0
2025-11-18,21,Choosin' Texas,Ella Langley,4,21,25
2025-11-18,22,Love Me Not,Ravyn Lenae,33,5,19
2025-11-18,23,Manchild,Sabrina Carpenter,23,1,18
2025-11-18,24,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",21,4,14
2025-11-18,25,Tit For Tat,Tate McRae,7,3,27
2025-11-18,26,Wi$h Li$t,Taylor Swift,6,6,28
2025-11-18,27,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",20,8,23
2025-11-18,28,Father Figure,Taylor Swift,6,4,20
2025-11-18,29,So Easy (To Fall In Love),Olivia Dean,7,29,46
2025-11-18,30,Santa Tell Me,Ariana Grande,30,5,0
2025-11-18,31,Gabriela,KATSEYE,17,31,33
2025-11-18,32,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",20,15,29
2025-11-18,33,The Life Of A Showgirl,Taylor Swift Featuring Sabrina Carpenter,6,8,32
2025-11-18,34,Don't Mind If I Do,Riley Green Featuring Ella Langley,15,34,44
2025-11-18,35,Happen To Me,Russell Dickerson,30,28,34
2025-11-18,36,No Broke Boys,Disco Lines & Tinashe,18,36,36
2025-11-18,37,6 Months Later,Megan Moroney,21,30,42
2025-11-18,38,Dracula,Tame Impala,7,30,30
2025-11-18,39,Somewhere Over Laredo,Lainey Wilson,19,39,48
2025-11-18,40,wgft,Gunna Featuring Burna Boy,14,40,50
2025-11-18,41,Underneath The Tree,Kelly Clarkson,33,9,0
2025-11-18,42,Ruin The Friendship,Taylor Swift,6,11,51
2025-11-18,43,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",20,21,35
2025-11-18,44,Free,Rumi & JINU: EJAE & Andrew Choi,20,23,39
2025-11-18,45,Is It A Crime,Mariah The Scientist & Kali Uchis,14,45,53
2025-11-18,46,Hell At Night,BigXthaPlug Featuring Ella Langley,14,35,52
2025-11-18,47,It's The Most Wonderful Time Of The Year,Andy Williams,46,5,0
2025-11-18,48,It's Beginning To Look A Lot Like Christmas,Michael Buble,25,12,0
2025-11-18,49,Yukon,Justin Bieber,18,17,45
2025-11-18,50,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",50,9,0
2025-11-25,1,The Fate Of Ophelia,Taylor Swift,7,1,1
2025-11-25,2,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",22,1,2
2025-11-25,3,Ordinary,Alex Warren,41,1,3
2025-11-25,4,Man I Need,Olivia Dean,13,4,4
2025-11-25,5,Opalite,Taylor Swift,7,2,5
2025-11-25,6,Mutt,Leon Thomas,42,6,7
2025-11-25,7,Daisies,Justin Bieber,19,2,6
2025-11-25,8,All I Want For Christmas Is You,Mariah Carey,74,1,11
2025-11-25,9,Folded,Kehlani,23,7,8
2025-11-25,10,I Got Better,Morgan Wallen,27,7,9
2025-11-25,11,Last Christmas,Wham!,48,3,13
2025-11-25,12,Back To Friends,sombr,34,10,10
2025-11-25,13,Rockin' Around The Christmas Tree,Brenda Lee,66,1,19
2025-11-25,14,Jingle Bell Rock,Bobby Helms,63,3,20
2025-11-25,15,What I Want,Morgan Wallen Featuring Tate McRae,27,1,14
2025-11-25,16,Choosin' Texas,Ella Langley,5,16,21
2025-11-25,17,It Depends,Chris Brown Featuring Bryson Tiller,17,16,16
2025-11-25,18,So Easy (To Fall In Love),Olivia Dean,8,18,29
2025-11-25,19,Santa Tell Me,Ariana Grande,31,5,30
2025-11-25,20,Manchild,Sabrina Carpenter,24,1,23
2025-11-25,21,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",21,3,15
2025-11-25,22,Tears,Sabrina Carpenter,12,3,18
2025-11-25,23,Love Me Not,Ravyn Lenae,34,5,22
2025-11-25,24,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",22,4,24
2025-11-25,25,Travelin' Soldier,Cody Johnson,2,12,12
2025-11-25,26,Tit For Tat,Tate McRae,8,3,25
2025-11-25,27,Underneath The Tree,Kelly Clarkson,34,9,41
2025-11-25,28,Elizabeth Taylor,Taylor Swift,7,3,17
2025-11-25,29,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",51,9,50
2025-11-25,30,It's The Most Wonderful Time Of The Year,Andy Williams,47,5,47
2025-11-25,31,Gabriela,KATSEYE,18,31,31
2025-11-25,32,It's Beginning To Look A Lot Like Christmas,Michael Buble,26,12,48
2025-11-25,33,Don't Mind If I Do,Riley Green Featuring Ella Langley,16,33,34
2025-11-25,34,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,37,7,0
2025-11-25,35,Fear,NF,1,35,0
2025-11-25,36,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",21,8,27
